source_category,product_name,code,categories_tags,additives_n,additives_tags,energy_kcal_100g,fat_100g,saturated_fat_100g,sugars_100g,fiber_100g,proteins_100g,salt_100g,rating
cheeses,Kiri chevre doux - 8b,3073781035438,"['en:dairies', 'en:fermented-foods', 'en:fermented-milk-products', 'en:cheeses', 'en:spreads', 'en:salted-spreads', 'en:cheese-spreads', 'en:melted-cheese', 'fr:gouter']",1,['en:e452'],341.0,33.0,22.0,2.0,0.0,9.0,1.5,29
cheeses,Mimolette,3564700341308,"['en:dairies', 'en:fermented-foods', 'en:fermented-milk-products', 'en:cheeses', 'en:cow-cheeses', 'en:french-cheeses', 'en:uncooked-pressed-cheeses', 'en:cheeses-of-the-netherlands', 'en:mimolette-cheese', 'en:pasteurized-cheeses', 'en:sliced-cheeses', 'fr:fromages-du-nord-pas-de-calais']",1,['en:e160b'],320.0,24.0,17.0,0.5,0.0,25.0,2.0,77
cheeses,Cancoillotte IGP - Pays Gourmand,26065571,"['en:dairies', 'en:fermented-foods', 'en:fermented-milk-products', 'en:cheeses', 'en:spreads', 'en:frozen-foods', 'en:salted-spreads', 'en:french-cheeses', 'en:processed-cheese', 'en:cancoillottes', 'en:cheese-spreads']",1,"['en:e331', 'en:e331iii']",155.0,11.0,7.7,0.5,0.0,14.0,1.6,76
cheeses,Cheddar,3564700768259,"['en:dairies', 'en:fermented-foods', 'en:fermented-milk-products', 'en:cheeses', 'en:cow-cheeses', 'en:cheeses-from-the-united-kingdom', 'en:cheeses-from-england', 'en:sliced-cheeses', 'en:cheddar-cheese', 'en:cheddar-slices']",1,['en:e160b'],392.0,35.0,22.0,0.5,0.0,26.0,1.9,41
cheeses,Printendre Ail & Fines Herbes,3250390253105,"['en:dairies', 'en:fermented-foods', 'en:fermented-milk-products', 'en:cheeses', 'en:spreads', 'en:salted-spreads', 'en:pasteurized-cheeses', 'en:cheese-spreads']",0,[],241.0,22.5,14.9,2.6,1.0,5.8,1.16,73
cheeses,Dattes séchées dénoyautées,8718734820598,"['en:plant-based-foods-and-beverages', 'en:dairies', 'en:fermented-foods', 'en:plant-based-foods', 'en:fermented-milk-products', 'en:fruits-and-vegetables-based-foods', 'en:cheeses', 'en:fruits-based-foods', 'en:dried-products', 'en:fruits', 'en:dried-plant-based-foods', 'en:dried-fruits', 'en:dates', 'en:deglet-noor-dates']",1,['en:e420'],296.0,0.5,0.1,48.0,0.0,2.5,0.01,19
cheeses,Queso en dados,5760466815635,"['en:dairies', 'en:fermented-foods', 'en:fermented-milk-products', 'en:cheeses']",0,[],219.0,17.0,11.0,0.5,0.0,15.0,2.8,82
cheeses,Cottage Cheese,4056489187813,"['en:dairies', 'en:fermented-foods', 'en:fermented-milk-products', 'en:cheeses', 'en:spreads', 'en:salted-spreads', 'en:cow-cheeses', 'en:fresh-cheeses', 'en:cheese-spreads', 'en:cottage-cheeses']",0,[],105.0,4.5,3.0,3.5,0.0,13.0,0.8,93
cheeses,"Fat free quark, Tesco",5054268932646,"['en:dairies', 'en:fermented-foods', 'en:fermented-milk-products', 'en:cheeses', 'en:desserts', 'en:dairy-desserts', 'en:fermented-dairy-desserts', 'en:plain-fermented-dairy-desserts', 'en:quarks', 'en:cream-cheeses', 'en:plain-quarks']",0,[],65.0,0.3,0.2,3.7,0.5,11.6,0.225,92
cheeses,Original Cream Cheese,68100896459,"['en:dairies', 'en:fermented-foods', 'en:fermented-milk-products', 'en:cheeses', 'en:cream-cheeses']",3,"['en:e202', 'en:e270', 'en:e410']",233.0,20.0,13.3,6.67,0.0,6.67,1.08,86
cheeses,Tesco Ricotta 250G,5018374219718,"['en:dairies', 'en:fermented-foods', 'en:fermented-milk-products', 'en:cheeses', 'en:italian-cheeses', 'en:ricotta', 'en:soft-whey-cheese']",0,[],103.0,7.0,4.9,3.0,0.0,7.0,0.3,7
cheeses,Emmental français pasteurisé rapé 29%MG - 3 sachets de70g,3256224332336,"['en:dairies', 'en:fermented-foods', 'en:fermented-milk-products', 'en:cheeses', 'en:cow-cheeses', 'en:fresh-foods', 'en:hard-cheeses', 'en:emmentaler', 'en:french-cheeses', 'en:french-emmentaler', 'en:pasteurized-cheeses', 'en:grated-cheese', 'en:grated-emmentaler', 'en:industrial-cheese']",0,[],371.0,29.0,20.0,0.5,0.0,27.0,0.7,31
cheeses,Mozzarella,3250390678885,"['en:dairies', 'en:fermented-foods', 'en:fermented-milk-products', 'en:cheeses', 'en:cow-cheeses', 'en:italian-cheeses', 'en:stretched-curd-cheeses', 'en:mozzarella', 'en:pasteurized-cheeses', 'en:cow-mozzarella']",1,['en:e330'],236.0,18.1,12.5,0.6,0.5,17.5,0.39,98
cheeses,Bleu,20024796,"['en:dairies', 'en:fermented-foods', 'en:fermented-milk-products', 'en:cheeses', 'en:cow-cheeses', 'en:blue-veined-cheeses', 'en:french-blue-veined-cheeses', 'en:pasteurized-cheeses']",0,[],351.0,31.0,22.0,0.1,0.0,17.0,4.5,29
cheeses,Fromage blanc 8% de matière grasse,3250390007395,"['en:dairies', 'en:fermented-foods', 'en:fermented-milk-products', 'en:cheeses', 'en:desserts', 'en:dairy-desserts', 'en:fermented-dairy-desserts', 'en:fromages-blancs-petit-suisses-and-skyr', 'en:plain-fermented-dairy-desserts', 'fr:fromages-blancs']",0,[],116.0,8.0,5.4,4.1,0.0,7.0,0.1,7
cheeses,President emmental rape fondant 350g+30% offert,3228021170145,"['en:dairies', 'en:fermented-foods', 'en:fermented-milk-products', 'en:cheeses', 'en:cow-cheeses', 'en:hard-cheeses', 'en:emmentaler', 'en:grated-cheese', 'en:grated-emmentaler']",0,[],373.0,29.0,21.0,0.5,0.0,27.0,0.83,100
cheeses,Queso fundido,8410259101069,"['en:dairies', 'en:fermented-foods', 'en:fermented-milk-products', 'en:cheeses', 'en:spreads', 'en:salted-spreads', 'en:pasteurised-products', 'en:cheese-preparations', 'en:pasteurized-cheeses', 'en:processed-cheeses', 'en:cheese-spreads']",4,"['en:e330', 'en:e331', 'en:e450', 'en:e452']",179.0,12.5,8.5,5.5,0.0,11.0,1.9,19
cheeses,Ce Fromage blanc rémunère au juste prix son producteur,3184670004890,"['en:dairies', 'en:fermented-foods', 'en:fermented-milk-products', 'en:cheeses', 'en:desserts', 'en:dairy-desserts', 'en:fermented-dairy-desserts', 'en:plain-fermented-dairy-desserts', 'fr:fromages-blancs', 'en:fresh-cream-cheese-with-cow-s-milk', 'fr:fromages-blancs-natures']",0,[],92.0,6.8,4.5,3.6,0.5,3.8,0.1,91
cheeses,Twaróg wiejski,5900531004018,"['en:dairies', 'en:fermented-foods', 'en:fermented-milk-products', 'en:cheeses', 'en:quarks', 'en:cream-cheeses']",0,[],115.0,4.0,2.4,0.0,0.0,13.0,0.0,68
cheeses,Eatlean Käse,5028482101140,"['en:dairies', 'en:fermented-foods', 'en:fermented-milk-products', 'en:cheeses', 'en:grated-cheese', 'en:geriebener-kase', 'en:kase']",0,[],173.0,3.0,1.33,1.67,0.33,36.3,1.97,3
cheeses,Gouda,5057545828458,"['en:dairies', 'en:fermented-foods', 'en:fermented-milk-products', 'en:cheeses', 'en:cow-cheeses', 'en:uncooked-pressed-cheeses', 'en:cheeses-of-the-netherlands', 'en:gouda', 'en:sliced-cheeses']",0,[],362.0,29.9,20.7,0.0,0.0,23.3,1.3475,10
cheeses,Young Gouda,4056489028772,"['en:dairies', 'en:fermented-foods', 'en:fermented-milk-products', 'en:cheeses', 'en:cow-cheeses', 'en:uncooked-pressed-cheeses', 'en:cheeses-of-the-netherlands', 'en:gouda', 'en:young-goudas']",0,[],368.0,30.0,21.0,0.0,0.0,23.0,1.6,72
cheeses,Grated Mozzarella,1099096,"['en:dairies', 'en:fermented-foods', 'en:fermented-milk-products', 'en:cheeses', 'en:italian-cheeses', 'en:stretched-curd-cheeses', 'en:mozzarella', 'en:grated-cheese', 'en:grated-mozzarella']",0,[],317.0,22.3,14.7,2.0,0.5,21.3,1.44,35
cheeses,Gouda Slices,1222685,"['en:dairies', 'en:fermented-foods', 'en:fermented-milk-products', 'en:cheeses', 'en:cow-cheeses', 'en:uncooked-pressed-cheeses', 'en:cheeses-of-the-netherlands', 'en:gouda']",0,[],347.0,27.9,19.4,0.5,0.5,23.9,1.3775,55
cheeses,Grated Mozzarella,5054070275641,"['en:dairies', 'en:fermented-foods', 'en:fermented-milk-products', 'en:cheeses', 'en:italian-cheeses', 'en:stretched-curd-cheeses', 'en:mozzarella', 'en:grated-cheese', 'en:grated-mozzarella']",0,[],294.0,20.0,12.0,1.1,0.0,23.0,0.9825,10
cheeses,Cottage Cheese,73420516406,"['en:dairies', 'en:fermented-foods', 'en:fermented-milk-products', 'en:cheeses', 'en:cottage-cheeses']",0,[],86.1,3.92,2.35,3.13,0.0,10.2,0.724,20
cheeses,mozarella,5059697680106,"['en:dairies', 'en:fermented-foods', 'en:fermented-milk-products', 'en:cheeses', 'en:italian-cheeses', 'en:stretched-curd-cheeses', 'en:mozzarella']",1,['en:e330'],236.0,18.0,12.7,0.6,0.0,18.0,0.4,80
cheeses,Sainte-Maure,3523230063951,"['en:dairies', 'en:fermented-foods', 'en:fermented-milk-products', 'en:cheeses', 'en:goat-cheeses', 'es:rulo-de-cabra']",0,[],291.0,23.0,16.0,1.0,0.0,20.0,1.5,3
cheeses,Mozzarella les croisés,3564700015278,"['en:dairies', 'en:fermented-foods', 'en:fermented-milk-products', 'en:cheeses', 'en:cow-cheeses', 'en:italian-cheeses', 'en:stretched-curd-cheeses', 'en:mozzarella', 'en:cow-mozzarella', 'fr:acheter-tous-cette-mozza', 'fr:best-mozzarella', 'fr:meilleur-de-france', 'fr:on-adore-cette-mozzarella']",1,['en:e330'],235.0,17.0,12.0,1.0,0.0,17.0,0.38,14
cheeses,Cancoillotte nature,20024864,"['en:dairies', 'en:fermented-foods', 'en:fermented-milk-products', 'en:cheeses', 'en:french-cheeses', 'en:processed-cheese', 'en:cancoillottes', 'en:melted-cheese']",3,"['en:e450', 'en:e451', 'en:e452']",155.0,11.0,8.0,0.0,0.0,14.0,1.88,32
cheeses,Mini Mozzarella,20851750,"['en:dairies', 'en:fermented-foods', 'en:fermented-milk-products', 'en:cheeses', 'en:cow-cheeses', 'en:italian-cheeses', 'en:stretched-curd-cheeses', 'en:mozzarella', 'en:cow-mozzarella']",1,['en:e330'],248.0,19.0,12.9,1.5,0.0,17.5,0.5,3
cheeses,Emmental râpé fondant,26065366,"['en:dairies', 'en:fermented-foods', 'en:fermented-milk-products', 'en:cheeses', 'en:cow-cheeses', 'en:fresh-foods', 'en:hard-cheeses', 'en:emmentaler', 'en:french-cheeses', 'en:french-emmentaler', 'en:grated-cheese', 'en:grated-emmentaler', 'en:industrial-cheese']",0,[],369.0,29.0,19.0,0.0,0.0,27.0,0.7,18
cheeses,Fromage Frais,3245413442420,"['en:dairies', 'en:fermented-foods', 'en:fermented-milk-products', 'en:cheeses', 'en:desserts', 'en:dairy-desserts', 'en:fermented-dairy-desserts', 'en:fromages-blancs-petit-suisses-and-skyr', 'en:petits-suisses', 'en:plain-fermented-dairy-desserts', 'en:plain-petit-suisse', 'fr:fromages-blancs', 'en:plain-petit-suisse-around-4-fat']",0,[],75.0,3.2,2.1,4.3,0.0,7.2,0.09,10
cheeses,"Petits suisses nature 9,2% 6x60g",3250390010623,"['en:dairies', 'en:fermented-foods', 'en:fermented-milk-products', 'en:cheeses', 'en:desserts', 'en:dairy-desserts', 'en:fermented-dairy-desserts', 'en:fromages-blancs-petit-suisses-and-skyr', 'en:petits-suisses', 'en:plain-fermented-dairy-desserts', 'en:plain-petit-suisse', 'en:cream-cheeses', 'fr:fromages-frais-nature-non-sucres-gourmands']",1,['en:e202'],132.0,9.2,6.5,3.4,0.0,9.0,0.09,65
cheeses,Queso fresco batido 0%,8480000510211,"['en:dairies', 'en:fermented-foods', 'en:fermented-milk-products', 'en:cheeses', 'en:fresh-cheeses']",0,[],46.0,0.1,0.1,3.5,0.0,8.0,0.1,28
cheeses,Cancoillotte nature au lait pasteurisé IGP 11% de MG - 250g,3256224311027,"['en:dairies', 'en:fermented-foods', 'en:fermented-milk-products', 'en:cheeses', 'en:french-cheeses', 'en:processed-cheese', 'en:cancoillottes', 'fr:cancoillotte-nature']",1,['en:e331'],159.0,11.0,7.8,0.5,0.5,14.0,1.5,1
cheeses,Pointe de Brie,3560070046478,"['en:dairies', 'en:fermented-foods', 'en:fermented-milk-products', 'en:cheeses', 'en:soft-cheeses', 'en:cow-cheeses', 'en:soft-cheeses-with-bloomy-rind', 'en:french-cheeses', 'en:bries', 'en:pasteurized-cheeses']",0,[],358.0,32.0,22.0,0.0,0.0,17.0,1.3,53
cheeses,Chêne d'argent,20024697,"['en:dairies', 'en:fermented-foods', 'en:fermented-milk-products', 'en:cheeses', 'en:soft-cheeses', 'en:cow-cheeses', 'en:soft-cheeses-with-bloomy-rind', 'en:french-cheeses', 'en:pasteurized-cheeses', 'en:coulommiers']",0,[],283.0,2e-05,16.1,0.5,0.5,18.0,1.5,71
cheeses,Cancoillotte IGP à l'ail au lait pasteurisé 11% de MG - 250g,3256224311034,"['en:dairies', 'en:fermented-foods', 'en:fermented-milk-products', 'en:cheeses', 'en:french-cheeses', 'en:processed-cheese', 'en:cancoillottes']",1,['en:e331'],161.0,11.0,7.7,0.5,0.5,14.0,1.5,49
cheeses,"Exquisa Frischkäse Fitline 0,2% Kräuter",4019300005260,"['en:dairies', 'en:fermented-foods', 'en:fermented-milk-products', 'en:cheeses', 'en:spreads', 'en:salted-spreads', 'en:fresh-cheeses', 'en:cream-cheeses', 'en:kase', 'en:streichkase']",2,"['en:e407', 'en:e412']",66.0,0.2,0.1,4.3,0.0,10.5,1.25,31
cheeses,Philadelphia,7622210579270,"['en:dairies', 'en:fermented-foods', 'en:fermented-milk-products', 'en:cheeses', 'en:fats', 'en:spreads', 'en:salted-spreads', 'en:spreadable-fats', 'en:animal-fats', 'en:dairy-spreads', 'en:milkfat', 'en:butters', 'en:cheese-spreads', 'en:cream-cheeses']",1,['en:e330'],212.0,19.0,13.0,4.4,0.4,5.2,2.5,96
cheeses,Cheese Spread herbs,20010300,"['en:dairies', 'en:fermented-foods', 'en:fermented-milk-products', 'en:cheeses', 'en:spreads', 'en:salted-spreads', 'en:cheese-spreads', 'en:cream-cheeses']",0,[],241.0,23.0,14.7,0.0,3.0,4.5,0.0,5
cheeses,sottilette le originali,8001590927366,"['en:dairies', 'en:fermented-foods', 'en:fermented-milk-products', 'en:cheeses']",2,"['en:e270', 'en:e331']",224.0,14.0,9.44,4.55,3.15,16.4,3.1,41
cheeses,Käse Gouda jung,20011581,"['en:dairies', 'en:fermented-foods', 'en:fermented-milk-products', 'en:cheeses', 'en:cow-cheeses', 'en:uncooked-pressed-cheeses', 'en:cheeses-of-the-netherlands', 'en:gouda', 'en:gouda-holland', 'en:fermentierte-lebensmittel', 'en:fermentierte-milch', 'en:hollandischer-kase', 'en:kuhmilchkase', 'en:kase', 'en:milchprodukte', 'en:ungekochter-gepresster-kase']",2,"['en:e160b', 'en:e235']",372.0,30.4,21.8,0.0,0.0,23.5,1.78,86
cheeses,Edam Slices,5057545828434,"['en:dairies', 'en:fermented-foods', 'en:fermented-milk-products', 'en:cheeses', 'en:cheeses-of-the-netherlands', 'en:edam']",0,[],311.0,23.1,15.7,0.1,0.0,25.6,1.6,82
cheeses,Le chebra,4056489416388,"['en:dairies', 'en:fermented-foods', 'en:fermented-milk-products', 'en:cheeses', 'en:frozen-foods']",0,[],276.0,22.0,15.0,0.5,0.0,19.0,1.5,84
cheeses,Duchy Organic Soft Cheese,5000169252086,"['en:dairies', 'en:fermented-foods', 'en:fermented-milk-products', 'en:cheeses', 'en:fats', 'en:spreads', 'en:spreadable-fats', 'en:animal-fats', 'en:dairy-spreads', 'en:milkfat', 'en:butters']",0,[],281.0,27.4,18.4,3.1,0.0,5.0,0.45,4
cheeses,Organic Feta,5051140455750,"['en:dairies', 'en:fermented-foods', 'en:fermented-milk-products', 'en:cheeses', 'en:greek-cheeses', 'en:sheep-s-milk-cheeses', 'en:feta']",0,[],273.0,22.4,15.2,0.0,0.0,17.0,2.2,75
cheeses,16 Dutch Edam Cheese Slices,4088600048277,"['en:dairies', 'en:fermented-foods', 'en:fermented-milk-products', 'en:cheeses', 'en:cheeses-of-the-netherlands', 'en:edam']",0,[],318.0,23.0,16.0,0.5,0.5,26.0,1.5725,44
cheeses,Cathedral vegan cheese,5000295157422,"['en:dairies', 'en:fermented-foods', 'en:fermented-milk-products', 'en:cheeses', 'en:cow-cheeses']",3,"['en:e160a', 'en:e270', 'en:e406']",328.0,25.7,22.2,0.4,6.0,0.2,2.2,81
cheeses,Philadelphia Chives,7622201693831,"['en:dairies', 'en:fermented-foods', 'en:fermented-milk-products', 'en:cheeses', 'en:spreads', 'en:salted-spreads', 'en:soft-cheeses', 'en:cheese-spreads']",3,"['en:e330', 'en:e407', 'en:e412']",147.0,10.3,7.0,5.0,0.667,7.33,0.967,0
cheeses,LA VACHE QUI RIT SANDWICH,3073780450386,"['en:dairies', 'en:fermented-foods', 'en:fermented-milk-products', 'en:cheeses', 'en:processed-cheese', 'en:melted-cheese', 'en:processed-cheese-in-slices']",3,"['en:e330', 'en:e340', 'en:e451']",257.0,19.0,12.5,6.0,0.0,15.5,1.675,68
cheeses,Fromage frais Nature Malo 20% *Matières grasses sur extrait sec soit 3% de matières grasses sur produit fini,3278691190011,"['en:dairies', 'en:fermented-foods', 'en:fermented-milk-products', 'en:cheeses', 'en:desserts', 'en:dairy-desserts', 'en:fermented-dairy-desserts', 'en:plain-fermented-dairy-desserts', 'fr:fromages-blancs', 'fr:fromages-blancs-natures', 'fr:yaourts-fromages-blancs']",0,[],66.0,2.8,1.9,3.3,0.0,6.2,0.08,74
cheeses,camembert,3560070451685,"['en:dairies', 'en:fermented-foods', 'en:fermented-milk-products', 'en:cheeses', 'en:soft-cheeses', 'en:cow-cheeses', 'en:fresh-foods', 'en:soft-cheeses-with-bloomy-rind', 'en:camemberts', 'en:pasteurised-products', 'en:cow-camemberts', 'en:french-cheeses', 'en:pasteurized-cheeses', 'en:camemberts-from-pasteurized-cow-milk']",0,[],265.0,21.0,14.0,0.5,0.0,19.0,1.3,88
cheeses,Fromage de chèvre,3564700338179,"['en:dairies', 'en:fermented-foods', 'en:fermented-milk-products', 'en:cheeses', 'en:goat-cheeses']",0,[],197.0,17.0,12.0,1.0,0.0,10.0,1.2,12
cheeses,Fromage râpé italien Grana Padano AOP - 100g,3256224311096,"['en:dairies', 'en:fermented-foods', 'en:fermented-milk-products', 'en:cheeses', 'en:cow-cheeses', 'en:fresh-foods', 'en:hard-cheeses', 'en:italian-cheeses', 'en:grana-padano', 'en:grated-cheese', 'en:fromages-aoc', 'en:fromages-labellises', 'en:aoc-products', 'en:labeled-products']",1,['en:e1105'],398.0,29.0,18.0,0.0,0.0,33.0,1.5,32
cheeses,"Spécial burger Cheddar, 10 Tranches",3564700568743,"['en:dairies', 'en:fermented-foods', 'en:fermented-milk-products', 'en:cheeses', 'en:cow-cheeses', 'en:fresh-foods', 'en:sliced-cheeses', 'en:melted-cheese', 'fr:fromages-fondus-au-cheddar']",5,"['en:e160b', 'en:e160bii', 'en:e202', 'en:e330', 'en:e407', 'en:e452']",235.0,17.0,12.0,6.0,0.0,13.0,2.7,63
cheeses,Queso fresco original 0%,8413100611182,"['en:dairies', 'en:fermented-foods', 'en:fermented-milk-products', 'en:cheeses', 'en:desserts', 'en:dairy-desserts', 'en:fermented-dairy-desserts', 'en:fromages-blancs-petit-suisses-and-skyr', 'en:pasteurised-products', 'en:pasteurized-cheeses', 'fr:fromages-blancs', 'en:fat-free-plain-fresh-cream-cheese', 'en:fresh-cream-cheese-with-cow-s-milk']",0,[],58.3333333333333,0.0,0.0,0.0,0.0,10.9722222222222,0.0,17
cheeses,"Petits suisses nature 9,2% 12x60g",3250390011569,"['en:dairies', 'en:fermented-foods', 'en:fermented-milk-products', 'en:cheeses', 'en:desserts', 'en:dairy-desserts', 'en:fermented-dairy-desserts', 'en:fromages-blancs-petit-suisses-and-skyr', 'en:petits-suisses', 'en:plain-fermented-dairy-desserts', 'en:plain-petit-suisse', 'en:cream-cheeses', 'fr:fromages-frais-nature-non-sucres-gourmands']",1,['en:e202'],132.0,9.2,6.5,3.4,0.0,9.0,0.09,68
cheeses,Comté,3564706598430,"['en:dairies', 'en:fermented-foods', 'en:fermented-milk-products', 'en:cheeses', 'en:hard-cheeses', 'en:french-cheeses', 'en:comte']",0,[],427.0,35.0,23.0,1.0,0.0,27.0,0.80000001192093,94
cheeses,Queijo Fundido Fatias,20008734,"['en:dairies', 'en:fermented-foods', 'en:fermented-milk-products', 'en:cheeses', 'en:pasteurized-cheeses', 'en:sliced-cheeses']",0,[],235.0,15.9,10.6,5.2,0.0,14.6,2.7525,73
cheeses,Mozzarella râpée,3250391546534,"['en:dairies', 'en:fermented-foods', 'en:fermented-milk-products', 'en:cheeses', 'en:italian-cheeses', 'en:stretched-curd-cheeses', 'en:mozzarella', 'en:grated-cheese', 'en:grated-mozzarella']",0,[],314.0,24.0,18.0,1.0,0.5,21.0,1.0,44
cheeses,KLASSISCH DOPPELRANMSTUFE Laktosefreï,7622210230416,"['en:dairies', 'en:fermented-foods', 'en:fermented-milk-products', 'en:cheeses', 'en:spreads', 'en:salted-spreads', 'en:cheese-spreads', 'en:brotaufstriche', 'en:fermentierte-lebensmittel', 'en:fermentierte-milch', 'en:gesalzene-aufstriche', 'en:kase', 'en:milchprodukte', 'en:streichkase']",1,['en:e412'],221.0,21.0,4.2,0.96,0.06,5.4,0.255,68
cheeses,British Extra Mature Cheddar,4088600048451,"['en:dairies', 'en:fermented-foods', 'en:fermented-milk-products', 'en:cheeses', 'en:cow-cheeses', 'en:cheeses-from-the-united-kingdom', 'en:cheeses-from-england', 'en:cheddar-cheese', 'en:extra-mature-cheddar']",0,[],416.0,35.0,22.0,0.5,0.5,25.0,1.8,64
cheeses,Classic,28400090858,"['en:plant-based-foods-and-beverages', 'en:dairies', 'en:fermented-foods', 'en:plant-based-foods', 'en:fermented-milk-products', 'en:snacks', 'en:cereals-and-potatoes', 'en:cheeses', 'en:salty-snacks', 'en:appetizers', 'en:chips-and-fries', 'en:crisps', 'en:potato-crisps']",0,[],565.0,35.3,5.3,3.53,3.53,7.07,1.24,65
cheeses,French Camembert,4056489203551,"['en:dairies', 'en:fermented-foods', 'en:fermented-milk-products', 'en:cheeses', 'en:soft-cheeses', 'en:cow-cheeses', 'en:soft-cheeses-with-bloomy-rind', 'en:camemberts', 'en:pasteurised-products', 'en:pasteurized-cheeses']",0,[],267.0,21.0,15.0,0.5,0.0,19.0,1.4,3
cheeses,Organic Full Fat Soft Cheese,29053247,"['en:dairies', 'en:fermented-foods', 'en:fermented-milk-products', 'en:cheeses', 'en:cream-cheeses']",0,[],263.0,24.7,15.3,3.3,0.5,4.7,0.325,62
cheeses,Philadelphia Plantaardig,7622201735470,"['en:plant-based-foods-and-beverages', 'en:dairies', 'en:fermented-foods', 'en:plant-based-foods', 'en:fermented-milk-products', 'en:cheeses', 'en:spreads', 'en:plant-based-spreads', 'en:salted-spreads', 'en:cheese-spreads-substitutes']",0,[],218.0,21.0,17.0,1.2,1.5,3.3,0.76,41
cheeses,Mascarpone 250g araai,6111246720462,"['en:dairies', 'en:fermented-foods', 'en:fermented-milk-products', 'en:cheeses', 'en:italian-cheeses', 'en:cream-cheeses', 'en:mascarpone']",0,[],412.0,41.5,0.0,1.0,0.5,4.8,0.5,68
cheeses,Grated cheddar,20802264,"['en:dairies', 'en:fermented-foods', 'en:fermented-milk-products', 'en:cheeses', 'en:cow-cheeses', 'en:cheeses-from-the-united-kingdom', 'en:cheeses-from-england', 'en:cheddar-cheese', 'en:grated-cheese']",0,[],417.0,34.4,34.4,0.1,0.1,25.0,1.75,93
cheeses,Grated Parmigiano Reggiano DOP,492539,"['en:dairies', 'en:fermented-foods', 'en:fermented-milk-products', 'en:cheeses', 'en:italian-cheeses', 'en:parmigiano-reggiano']",0,[],402.0,29.7,19.6,0.5,0.5,32.4,1.4,77
cheeses,ZIEGENKÄSE  Käse,3272770003148,"['en:dairies', 'en:fermented-foods', 'en:fermented-milk-products', 'en:cheeses', 'en:fresh-foods', 'en:pasteurised-products', 'en:french-cheeses', 'en:goat-cheeses', 'en:fresh-goat-cheese', 'en:pasteurized-cheeses', 'en:cream-cheeses', 'en:industrial-cheese', 'en:spreadable-goat-cheese']",0,[],153.0,12.0,9.0,2.5,0.0,8.7,1.0,50
cheeses,Leerdam portion,8721800082110,"['en:dairies', 'en:fermented-foods', 'en:fermented-milk-products', 'en:cheeses', 'en:pasteurized-cheeses']",1,['en:e235'],356.0,27.5,18.5,0.1,0.0,27.0,1.5,66
cheeses,Parmesan gerieben  Käse,20706845,"['en:dairies', 'en:fermented-foods', 'en:fermented-milk-products', 'en:cheeses', 'en:italian-cheeses', 'en:grana-padano', 'en:grated-cheese']",1,['en:e1105'],398.0,29.0,18.0,0.1,0.5,33.0,1.5,8
cheeses,President petit brie 500g,3228021950051,"['en:dairies', 'en:fermented-foods', 'en:fermented-milk-products', 'en:cheeses', 'en:fresh-foods', 'en:soft-cheeses', 'en:cow-cheeses', 'en:soft-cheeses-with-bloomy-rind', 'en:french-cheeses', 'en:bries', 'en:industrial-cheese']",0,[],343.0,31.0,22.0,0.5,0.0,16.0,1.3,46
cheeses,Fromage de Chevre Le Saínte-Maure,3250390012450,"['en:dairies', 'en:fermented-foods', 'en:fermented-milk-products', 'en:cheeses', 'en:soft-cheeses', 'en:french-cheeses', 'en:goat-cheeses', 'en:soft-cheese-with-a-natural-rind', 'en:sainte-maure-de-touraine', 'es:rulo-de-cabra', 'pt:chevre', 'pt:queijos-em-rolo']",0,[],256.0,19.0,13.0,0.8,0.5,19.0,1.4,16
cheeses,Fromage de brebis tranche 22% Mat. Gr.,3564700332856,"['en:dairies', 'en:fermented-foods', 'en:fermented-milk-products', 'en:cheeses', 'en:pasteurized-cheeses', 'en:sheep-s-milk-cheeses']",0,[],274.0,23.0,16.0,0.8,0.0,16.0,2.8,95
cheeses,10 Crêpes Jambon Emmental,3270160470556,"['en:dairies', 'en:fermented-foods', 'en:fermented-milk-products', 'en:cheeses', 'en:frozen-foods', 'en:meals', 'en:crepes-and-galettes', 'en:crepes', 'en:filled-crepes', 'en:frozen-ready-made-meals', 'en:savoury-filled-crepes', 'en:crepe-filled-with-cheese', 'fr:crepes-au-jambon']",1,['en:e428'],127.0,2.8,1.8,2.6,1.6,6.8,0.8,90
cheeses,Frischkäse Natur,4104420182080,"['en:dairies', 'en:fermented-foods', 'en:fermented-milk-products', 'en:cheeses', 'en:fresh-cheeses', 'en:cream-cheeses']",0,[],285.0,27.0,17.0,3.0,0.5,7.4,0.47,23
cheeses,Camembert,20024666,"['en:dairies', 'en:fermented-foods', 'en:fermented-milk-products', 'en:cheeses', 'en:soft-cheeses', 'en:cow-cheeses', 'en:soft-cheeses-with-bloomy-rind', 'en:camemberts', 'en:pasteurised-products', 'en:cow-camemberts', 'en:pasteurized-cheeses', 'en:camemberts-from-pasteurized-cow-milk']",0,[],273.0,21.0,14.7,0.5,0.0,20.0,1.3775,30
ice-creams,Vanilla Ice Cream,3415581101928,"['en:desserts', 'en:frozen-foods', 'en:frozen-desserts', 'en:ice-creams-and-sorbets', 'en:ice-creams', 'en:ice-cream-tubs', 'en:vanilla-ice-cream-tubs']",0,[],251.0,17.0,10.4,18.8,0.0,4.3,0.16,17
